#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Nov 16 14:17:38 EST 2020,63,63,Assignment5Suite,AddEdgeTest1+ AddEdgeTest2+ AddEdgeTest3+ AddEdgeTest4+ AddNodeTest0+ AddNodeTest1+ DelEdgeTest0+ DelEdgeTest1+ DelNodeTest0+ DelNodeTest1+ DelNodeTest2+ NumEdgeTest0+ NumNodeTest0+ NumNodeTest1+ , ,DelEdgeTest2- NumEdgeTest1- ShortestPathTest0- ShortestPathTest1- ShortestPathTest2- ShortestPathTest3- ShortestPathTest4- ShortestPathTest5- , ,
1,Mon Nov 16 14:23:08 EST 2020,63,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
2,Mon Nov 16 16:48:39 EST 2020,63,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumNodeTest0 NumNodeTest1 , ,DelEdgeTest2 NumEdgeTest1 ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
3,Mon Nov 16 16:51:20 EST 2020,72,9,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2+ DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1+ NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
4,Mon Nov 16 17:46:01 EST 2020,72,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
5,Mon Nov 16 20:18:58 EST 2020,72,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
6,Mon Nov 16 20:41:03 EST 2020,72,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
7,Mon Nov 16 20:56:57 EST 2020,72,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
8,Mon Nov 16 20:59:34 EST 2020,72,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
9,Mon Nov 16 21:00:09 EST 2020,72,0,Assignment5Suite,AddEdgeTest1 AddEdgeTest2 AddEdgeTest3 AddEdgeTest4 AddNodeTest0 AddNodeTest1 DelEdgeTest0 DelEdgeTest1 DelEdgeTest2 DelNodeTest0 DelNodeTest1 DelNodeTest2 NumEdgeTest0 NumEdgeTest1 NumNodeTest0 NumNodeTest1 , ,ShortestPathTest0 ShortestPathTest1 ShortestPathTest2 ShortestPathTest3 ShortestPathTest4 ShortestPathTest5 , ,
